,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,CatRoomService,CatFoodCourt,CatShoppingMall,CatSpa,CatVRDeck,GroupSize,FamilySize,Europa,Earth,Mars,TRAPPIST-1e,PSO J318.5-22,55 Cancri e,Deck_B,Deck_F,Deck_A,Deck_G,Deck_E,Deck_D,Deck_C,Side_P,Side_S
2092,0,63,0,0,0,0,0,1020,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2093,0,36,0,7,818,913,21,0,1,2,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2094,0,33,0,5,2799,0,3439,6,1,3,0,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2095,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2096,0,43,0,395,47,0,1067,1420,2,1,0,3,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2097,0,23,0,808,2,0,33,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2098,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2099,0,56,0,0,3216,0,31,68,0,3,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2100,0,25,0,0,11963,0,986,592,0,4,0,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2101,1,28,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2102,1,44,0,0,0,0,504,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2103,0,20,0,0,32,0,1495,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2104,0,17,0,1214,0,1365,0,0,2,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2105,0,18,0,137,21,155,30,638,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2106,0,15,0,0,13,7,0,1109,0,1,1,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2107,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2108,0,27,0,0,875,0,7,0,0,2,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2109,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2110,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2111,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2112,1,16,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2113,0,48,0,0,0,818,65,1,0,0,2,1,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2114,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2115,1,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2116,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2117,0,50,0,953,1628,1184,0,1,2,3,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2118,0,35,0,518,1,344,1,23,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2119,0,23,0,208,0,3,0,434,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2120,0,28,0,122,467,219,18,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2121,0,20,0,57,177,0,0,539,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2122,0,47,0,1294,0,5,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2123,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2124,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2125,1,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2126,0,37,0,1394,127,7,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2127,0,25,0,104,0,780,165,0,1,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2128,0,26,0,981,0,20,5,0,2,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2129,0,23,0,0,0,0,419,540,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2130,0,46,1,537,0,768,3,0,2,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2131,0,23,0,3,0,3091,89,0,1,0,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2132,1,26,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2133,0,27,0,1218,236,0,1678,0,2,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2134,0,18,0,0,0,12,557,1421,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2135,0,63,0,0,0,421,341,2,0,0,1,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2136,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2137,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2138,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2139,0,37,0,3675,2199,0,5482,1535,2,1,0,4,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2140,0,18,0,2195,2515,140,4072,345,2,3,1,4,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2141,1,33,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2142,0,31,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2143,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2144,0,18,0,0,1020,393,20,0,0,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2145,0,20,0,64,0,1214,523,0,1,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2146,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2147,0,30,0,0,2506,0,419,528,0,3,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2148,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2149,0,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2150,0,68,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2152,0,23,0,355,0,0,1035,0,2,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2153,0,38,0,5333,6602,-68,234,0,2,4,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2154,0,26,0,0,439,4460,2525,11225,0,1,3,4,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2155,0,29,0,55,2699,0,8096,198,1,3,0,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2156,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2157,1,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2158,0,25,0,247,0,1062,0,0,2,0,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2159,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2160,0,23,0,6,0,1,783,18,1,0,0,3,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2161,0,26,0,755,0,109,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2162,0,45,0,413,835,1741,0,8443,2,2,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2163,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2164,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2165,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2166,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2167,1,22,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2168,1,38,0,-24,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2169,1,25,0,0,0,-60,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2170,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2171,0,20,0,416,205,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2172,1,24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2173,1,37,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2174,0,32,0,0,1818,0,8,19,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2175,0,32,0,10,924,0,56,2991,1,2,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2176,0,20,0,0,163,0,1279,0,0,1,0,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2177,0,50,0,445,0,0,328,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2178,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2179,0,47,0,6,328,0,0,382,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2180,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2181,0,20,0,827,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2182,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2183,0,24,0,617,9,83,0,0,2,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2184,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2185,0,47,0,704,12,11,0,1638,2,1,1,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2186,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2187,0,35,0,1734,0,365,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2188,0,25,0,854,0,596,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2189,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2190,0,20,0,0,40,9,120,622,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
2191,1,16,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2192,0,29,0,1071,27,58,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2193,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2194,1,43,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2195,0,33,0,0,1376,26,159,1649,0,3,1,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2196,0,16,0,262,0,1,825,0,2,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2197,0,22,0,390,98,0,278,39,2,1,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2198,0,18,0,5,526,0,0,122,1,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2199,1,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2200,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2201,0,34,0,0,919,0,0,51,0,2,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2202,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2203,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2204,0,20,0,43,443,642,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2205,0,56,0,0,2345,39,338,452,0,3,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2206,1,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2207,0,35,0,0,579,132,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2208,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2209,0,23,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2210,1,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2212,0,30,0,8,18,0,0,1779,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2213,0,50,0,0,0,9,819,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2214,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2215,0,19,0,794,0,2,0,191,2,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2216,0,29,0,32,1017,1,0,755,1,2,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2217,0,35,0,611,0,409,0,20,2,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2218,0,45,0,0,0,61,199,514,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2219,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2220,0,74,0,568,17,0,449,1,2,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2221,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2222,0,39,0,1,0,1048,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2223,0,18,0,4,13,0,1784,137,1,1,0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2224,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2225,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2226,0,21,0,101,252,71,17,279,1,0,1,1,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2227,0,35,0,0,6607,0,706,363,0,4,0,3,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2228,0,66,0,165,1329,0,230,7749,1,2,0,2,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2229,0,14,0,14,0,135,0,818,1,0,1,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2230,0,20,0,71,2,2121,0,0,1,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2231,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2232,0,36,0,0,2313,12,194,10,0,3,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2233,0,27,1,0,273,0,2597,4093,0,1,0,4,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2234,0,51,0,0,2387,90,1866,54,0,3,0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2235,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2236,0,46,0,2,90,0,1351,0,1,1,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2237,0,67,0,1365,0,1296,9,0,2,0,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2238,0,24,0,207,0,62,0,452,2,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2239,0,35,0,234,607,0,0,1145,0,2,0,0,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2240,0,14,0,40,0,497,0,285,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2241,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2242,1,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2243,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2244,1,23,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2245,1,21,0,0,0,-88,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2246,0,36,0,3341,0,558,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2247,1,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2248,0,22,0,0,0,292,261,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2249,0,58,0,70,0,292,356,0,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
2250,0,14,0,1538,22,0,11,2,2,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2251,0,18,0,0,8,0,433,482,0,1,0,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2252,0,40,0,48,4,351,54,443,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2253,0,24,0,0,5,6,486,205,0,1,1,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2254,0,26,0,80,0,199,288,0,1,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2255,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2256,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2257,0,21,0,699,0,63,2,19,2,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2258,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2259,0,23,0,115,464,0,300,20,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2260,0,22,0,1299,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2261,0,20,0,637,65,0,193,0,2,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2262,0,38,0,29,666,0,1641,7985,1,2,0,3,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2263,0,37,0,0,789,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2264,0,31,0,1596,0,453,0,86,2,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2265,0,27,0,345,0,1025,91,0,2,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2266,0,31,0,0,0,1010,9,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2267,0,21,0,97,41,0,436,52,1,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2268,1,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2269,0,20,0,0,0,541,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2270,0,36,0,55,4,0,0,1784,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2271,0,40,0,0,20,143,98,461,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2272,0,25,0,1117,0,33,1238,0,2,0,1,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2273,1,32,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2274,0,25,0,0,1255,0,5229,3152,0,2,0,4,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2275,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2276,0,28,0,1104,0,163,19,61,2,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2277,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2278,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2279,0,22,0,0,0,12,689,2,0,0,1,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2280,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2281,0,28,0,0,9933,0,134,70,0,4,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2282,1,24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2283,0,40,0,382,0,0,0,127,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2284,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2285,0,15,0,78,515,132,0,137,1,2,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2286,0,29,0,9,0,663,0,0,1,0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2287,1,18,0,0,-161,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2288,0,28,0,213,-125,1317,199,0,2,0,3,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2289,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2290,0,18,0,0,130,0,429,0,0,1,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2291,0,21,0,690,0,0,49,7,2,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2292,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2293,0,16,0,0,81,1,0,778,0,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2294,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2295,0,28,0,0,610,1014,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2296,0,22,0,0,0,0,732,621,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2297,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2298,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2299,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2300,0,26,0,0,115,307,420,0,0,1,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2301,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2302,0,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2303,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2304,0,19,0,0,0,97,99,449,0,0,1,1,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2305,1,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2306,0,35,0,57,97,455,109,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
2307,1,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2308,1,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
