CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,CatRoomService,CatFoodCourt,CatShoppingMall,CatSpa,CatVRDeck,Transported,GroupSize,FamilySize,Europa,Earth,Mars,TRAPPIST-1e,PSO J318.5-22,55 Cancri e,Deck_B,Deck_F,Deck_A,Deck_G,Deck_E,Deck_D,Deck_C,Side_P,Side_S
0,19,0,571,0,0,97,813,2,0,0,1,2,1,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,37,0,0,0,115,671,0,0,0,1,3,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,24,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,29,0,13,0,664,74,101,1,0,2,1,1,0,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,44,0,0,0,608,0,91,0,0,1,0,1,0,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,19,0,0,265,882,2,293,0,1,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,39,0,0,266,0,1254,197,0,1,0,3,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,63,0,0,490,1,2882,18,0,1,0,4,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,39,0,9,1525,0,0,146,1,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,41,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,56,0,412,492,9,117,33,2,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,26,0,1,1269,4790,270,5116,0,2,3,2,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0,24,0,0,0,0,0,1300,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1,13,0,-256,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,32,0,0,0,1020,0,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,30,0,24,2558,98,0,5361,1,3,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,55,0,0,252,1,0,553,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0,19,0,0,2,0,669,0,0,1,0,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,24,0,0,717,222,8,1,0,2,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,32,0,401,3724,5,422,62,2,3,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,28,0,0,31,0,1283,871,0,1,0,3,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,52,0,0,559,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0,29,0,646,91,13,0,0,2,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,23,0,49,0,2716,0,0,1,0,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,41,0,14,6777,81,604,2936,1,4,1,2,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,16,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,15,0,36,841,0,0,0,1,2,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0,38,0,0,668,84,267,0,0,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,56,0,0,779,12,3,35,0,2,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,22,0,1371,0,235,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
0,37,0,0,0,785,3,0,0,0,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,22,0,563,521,364,0,0,2,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0,26,0,0,137,0,0,7629,0,1,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,22,0,0,3,486,0,228,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,29,0,0,22,0,1156,0,0,1,0,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,24,0,439,0,2140,0,0,2,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
1,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,48,0,2,0,83,589,233,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,24,0,786,0,0,7,0,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
1,24,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,25,0,412,0,567,775,0,2,0,1,3,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
0,20,0,0,187,712,0,0,0,1,2,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0,22,0,39,0,63,3,654,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,28,0,427,0,754,0,0,2,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,28,0,0,3345,0,2143,27,0,3,0,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0,29,1,267,1418,257,843,0,1,3,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,14,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,36,0,0,563,0,1301,830,0,2,0,3,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,40,0,2320,0,4874,3131,498,2,0,3,4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,49,0,22,0,1129,0,77,1,0,2,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,51,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,41,0,0,545,0,2740,293,0,2,0,4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,44,0,0,14201,0,22,584,0,4,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,47,0,2044,0,95,0,120,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,22,0,0,0,945,0,4,0,0,2,0,1,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,18,0,0,35,661,0,63,0,1,2,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0,28,0,0,1125,3,562,7,0,2,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,22,0,429,2,232,0,59,2,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0,50,0,444,0,408,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,47,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,55,0,802,0,155,4,337,2,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1,21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,39,0,0,0,1,0,2330,0,0,0,0,3,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,21,0,641,0,409,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,37,0,33,3484,17,4,1384,1,3,1,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,31,0,22,10025,2,124,1,1,4,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,23,0,115,1,0,186,249,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,23,0,118,0,949,206,2071,1,0,2,2,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
0,20,0,0,272,108,-31,230,0,1,1,0,1,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
0,28,0,3,2127,0,696,10,1,3,0,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,40,0,0,17687,0,425,155,0,4,0,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0,54,0,0,1832,0,0,1768,0,3,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,27,0,0,14,0,734,331,0,1,0,3,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0,43,0,0,1947,0,0,1651,0,3,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,13,0,552,247,0,4,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,15,0,0,0,873,0,5,0,0,2,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,32,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,19,0,857,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0,21,0,3,1,0,1494,110,1,0,0,3,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,27,0,0,2717,0,0,986,0,3,0,0,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,39,0,106,243,126,7,4967,1,1,1,1,3,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,22,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,25,0,0,4384,4285,812,360,0,4,3,3,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,34,0,-59,7221,0,288,2275,0,4,0,2,3,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,54,0,0,-210,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,42,0,954,0,1,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0,36,0,735,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
0,43,0,0,168,3,0,452,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,23,0,65,94,0,0,445,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,54,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,51,0,0,16455,885,0,363,0,4,2,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,32,0,192,0,441,18,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,8,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1,44,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,27,0,875,0,61,289,0,2,0,1,2,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,48,0,383,0,0,393,10,2,0,0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,13,0,38,0,0,733,0,1,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,18,0,754,0,34,0,0,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,23,0,0,0,206,681,31,0,0,1,3,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,23,0,0,153,11,646,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,25,0,141,3,640,0,100,1,1,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,32,0,689,0,610,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,55,0,134,935,0,6,394,1,2,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0,41,0,7,0,297,108,361,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,38,0,351,2,404,121,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,75,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,50,0,0,817,388,78,693,0,2,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,23,0,27,0,32,725,0,1,0,1,3,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,37,0,715,0,54,0,0,2,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,33,0,0,0,232,0,622,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,45,0,941,281,36,12,39,2,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1,47,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,29,0,0,6338,0,1366,89,0,4,0,3,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,19,0,30,0,42,3565,7,1,0,1,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,39,0,3,83,0,805,2983,1,1,0,3,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,31,0,0,46,0,209,2908,0,1,0,2,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,29,0,0,11417,12,795,402,0,4,1,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,16,0,546,90,23,513,0,2,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0,18,0,0,2,1513,0,0,0,1,3,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
0,38,0,8,0,1414,10,3,1,0,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,36,0,721,0,471,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,23,0,160,282,0,0,71,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,31,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,39,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,50,0,0,4558,0,1,267,0,4,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,40,0,0,901,0,0,89,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,28,0,8,0,77,560,0,1,0,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,38,0,2,114,771,3094,448,0,1,2,4,1,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,37,0,0,3603,33,7113,1,0,3,1,4,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,59,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,41,0,35,6103,0,180,160,1,4,0,2,1,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,33,0,0,4017,277,1229,2260,0,4,0,1,3,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,54,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,40,0,0,0,2414,0,0,0,0,3,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,43,0,130,0,870,31,26,1,0,2,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
1,26,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0,65,0,0,7194,0,6,1576,0,4,0,1,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1,22,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0,28,0,0,3627,0,31,3263,0,3,0,1,3,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,28,0,0,2560,0,134,307,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,23,0,0,10,159,-110,125,0,1,1,0,1,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,24,0,698,0,51,2,4,2,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,16,0,0,0,0,0,-286,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,20,0,399,77,311,0,16,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,29,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,29,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,43,0,31,76,0,1353,1713,1,1,0,3,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,28,0,0,1883,0,1,4560,0,3,0,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,31,1,0,2461,0,51,2141,0,3,0,1,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,23,0,36,18,670,0,32,1,1,2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,26,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,43,0,0,39,327,4643,85,0,1,1,4,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,28,0,1549,0,5,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0,24,0,0,266,1455,59,0,0,1,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,27,0,110,0,638,0,0,1,0,2,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,13,0,2244,31,507,0,142,2,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
0,27,0,994,0,26,1,0,2,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1,2,0,-255,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,24,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,2,0,0,0,-81,0,-367,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,50,1,13,239,0,161,2355,1,1,0,1,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,27,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,26,0,1170,0,0,187,100,2,0,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,31,0,23,0,0,551,17,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,28,0,3559,0,365,13,2,2,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,9,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,35,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,25,0,1956,0,161,239,28,2,0,1,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
0,63,0,3087,0,60,2,0,2,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
1,34,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,35,0,1219,0,1742,740,0,2,0,3,3,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
